"","cnames","y","aid"
"4847","Moldova","2008","1.1"
"4848","Russia","2008","0.1"
"4849","Tajikistan","2008","0.9"
"4850","Turkmenistan","2008","0.3"
"4851","Ukraine","2008","7.9"
"4852","Uzbekistan","2008",
"4853","Eurasia (not specified)","2008","15.5"
"4854","Eastern Europe (Total)","2008","79.1"
"4855","Albania","2008","2.8"
"4856","Bosnia & Herzegovina","2008","4.3"
"4857","Bulgaria","2008","8.2"
"4858","Croatia","2008","0.3"
"4859","Czech Republic","2008","4.4"
"4860","Estonia","2008","2.6"
"4861","Hungary","2008","2.1"
"4862","Kosovo","2008","0.3"
"4863","Latvia","2008","2.5"
"4864","Lithuania","2008","2.6"
"4865","Macedonia, Former Yugoslav Republic","2008","3.4"
"4866","Montenegro","2008","0.1"
"4867","Poland","2008","29.1"
"4868","Romania","2008","12.8"
"4869","Serbia","2008","0.3"
"4870","Serbia and Montenegro, Former","2008",
"4871","Slovakia","2008","2.1"
"4872","Slovenia","2008","1.2"
"4873","Eastern Europe (not specified)","2008",
"4874","[Czechoslovakia, former]","2008",
"4875","Austria","1977","0.1"
"4876","Belgium","1977",
"4877","Finland","1977","0"
"4878","Greece","1977","451.6"
"4879","Iceland","1977","0"
"4880","Ireland","1977",
"4881","Malta","1977","1.4"
"4882","Portugal","1977","96.9"
"4883","Spain","1977","396.7"
"4884","Turkey","1977","361.9"
"4885","United Kingdom","1977",
"4886","Austria","1978","0.2"
"4887","Belgium","1978",
"4888","Finland","1978","0.1"
"4889","Greece","1978","474.7"
"4890","Iceland","1978",
"4891","Ireland","1978",
"4892","Malta","1978",
"4893","Portugal","1978","75.8"
"4894","Spain","1978","371.6"
"4895","Turkey","1978","475.9"
"4896","United Kingdom","1978",
"4897","Austria","1979","0.1"
"4898","Belgium","1979",
"4899","Finland","1979","0.1"
"4900","Greece","1979","432.4"
"4901","Iceland","1979","0"
"4902","Ireland","1979",
"4903","Malta","1979",
"4904","Portugal","1979","70.8"
"4905","Spain","1979","412.7"
"4906","Turkey","1979","452.7"
"4907","United Kingdom","1979",
"4908","Austria","1980","0.1"
"4909","Belgium","1980",
"4910","Finland","1980","0.1"
"4911","Greece","1980","340.5"
"4912","Iceland","1980","0"
"4913","Ireland","1980",
"4914","Malta","1980",
"4915","Portugal","1980","73.5"
"4916","Spain","1980","290.6"
"4917","Turkey","1980","480.6"
"4918","United Kingdom","1980",
"4919","Austria","1981","0"
"4920","Belgium","1981",
"4921","Finland","1981","0.1"
"4922","Greece","1981","374.3"
"4923","Iceland","1981",
"4924","Ireland","1981",
"4925","Malta","1981",
"4926","Portugal","1981","111"
"4927","Spain","1981","265.2"
"4928","Turkey","1981","531.4"
"4929","United Kingdom","1981",
"4930","Austria","1982","0.1"
"4931","Belgium","1982",
"4932","Finland","1982","0.1"
"4933","Greece","1982","553.4"
"4934","Iceland","1982","0"
"4935","Ireland","1982",
"4936","Malta","1982",
"4937","Portugal","1982","132.6"
"4938","Spain","1982","250"
"4939","Turkey","1982","793"
"4940","United Kingdom","1982",
"4941","Austria","1983","0.1"
"4942","Belgium","1983",
"4943","Finland","1983","0.1"
"4944","Greece","1983","530.1"
"4945","Iceland","1983","0"
"4946","Ireland","1983",
"4947","Malta","1983",
"4948","Portugal","1983","209.4"
"4949","Spain","1983","758.4"
"4950","Turkey","1983","759"
"4951","United Kingdom","1983",
"4952","Austria","1984","0.1"
"4953","Belgium","1984",
"4954","Finland","1984","0.1"
"4955","Greece","1984","911.2"
"4956","Iceland","1984","0"
"4957","Ireland","1984",
"4958","Malta","1984",
"4959","Portugal","1984","196.1"
"4960","Spain","1984","732.4"
"4961","Turkey","1984","1305.30"
"4962","United Kingdom","1984",
"4963","Austria","1985","0.1"
"4964","Belgium","1985",
"4965","Finland","1985","0.1"
"4966","Greece","1985","882.5"
"4967","Iceland","1985","0"
"4968","Ireland","1985",
"4969","Malta","1985",
"4970","Portugal","1985","225.2"
"4971","Spain","1985","709.2"
"4972","Turkey","1985","1238.40"
"4973","United Kingdom","1985",
"4974","Austria","1986","0.1"
"4975","Belgium","1986",
"4976","Finland","1986","0.1"
"4977","Greece","1986","742.9"
"4978","Iceland","1986","0"
"4979","Ireland","1986",
"4980","Malta","1986",
"4981","Portugal","1986","193.3"
"4982","Spain","1986","662.5"
"4983","Turkey","1986","1063.70"
"4984","United Kingdom","1986",
"4985","Austria","1987","0.1"
"4986","Belgium","1987",
"4987","Finland","1987","0.1"
"4988","Greece","1987","577.1"
"4989","Iceland","1987","0.1"
"4990","Ireland","1987","0"
"4991","Malta","1987",
"4992","Portugal","1987","138.4"
"4993","Spain","1987","181"
"4994","Turkey","1987","827.2"
"4995","United Kingdom","1987",
"4996","Austria","1988","0.1"
"4997","Belgium","1988","0"
"4998","Finland","1988","0.1"
"4999","Greece","1988","559.2"
"5000","Iceland","1988","0.1"
"5001","Ireland","1988",
"5002","Malta","1988",
"5003","Portugal","1988","138.2"
"5004","Spain","1988","3.9"
"5005","Turkey","1988","801.7"
"5006","United Kingdom","1988",
"5007","Austria","1989","0"
"5008","Belgium","1989",
"5009","Finland","1989","0.1"
"5010","Greece","1989","548.7"
"5011","Iceland","1989","0"
"5012","Ireland","1989","0"
"5013","Malta","1989","0.1"
"5014","Portugal","1989","160.4"
"5015","Spain","1989","3.3"
"5016","Turkey","1989","787.6"
"5017","United Kingdom","1989",
"5018","Austria","1990","0"
"5019","Belgium","1990",
"5020","Finland","1990","0.1"
"5021","Greece","1990","526.6"
"5022","Iceland","1990","0"
"5023","Ireland","1990",
"5024","Malta","1990","0"
"5025","Portugal","1990","131.3"
"5026","Spain","1990","2.9"
"5027","Turkey","1990","756.1"
"5028","United Kingdom","1990",
"5029","Austria","1991","0"
"5030","Belgium","1991",
"5031","Finland","1991","0"
"5032","Greece","1991","509.7"
"5033","Iceland","1991",
"5034","Ireland","1991","0"
"5035","Malta","1991","0"
"5036","Portugal","1991","146.6"
"5037","Spain","1991","2.2"
"5038","Turkey","1991","1033.00"
"5039","United Kingdom","1991",
"5040","Austria","1992",
"5041","Belgium","1992",
"5042","Finland","1992",
"5043","Greece","1992","496.8"
"5044","Iceland","1992",
"5045","Ireland","1992",
"5046","Malta","1992","0"
"5047","Portugal","1992","144.8"
"5048","Spain","1992","1.3"
"5049","Turkey","1992","713.8"
"5050","United Kingdom","1992",
"5051","Austria","1993",
"5052","Belgium","1993",
"5053","Finland","1993",
"5054","Greece","1993","461"
"5055","Iceland","1993",
"5056","Ireland","1993",
"5057","Malta","1993","0.1"
"5058","Portugal","1993","126.8"
"5059","Spain","1993","0.3"
"5060","Turkey","1993","675.4"
"5061","United Kingdom","1993",
"5062","Austria","1994","0"
"5063","Belgium","1994",
"5064","Finland","1994","0"
"5065","Greece","1994","394.1"
"5066","Iceland","1994",
"5067","Ireland","1994",
"5068","Malta","1994","0"
"5069","Portugal","1994","110.8"
"5070","Spain","1994","0.1"
"5071","Turkey","1994","560"
"5072","United Kingdom","1994",
"5073","Austria","1995","0"
"5074","Belgium","1995",
"5075","Finland","1995","0"
"5076","Greece","1995","333.7"
"5077","Iceland","1995",
"5078","Ireland","1995",
"5079","Malta","1995","0.1"
"5080","Portugal","1995","4.5"
"5081","Spain","1995","0.1"
"5082","Turkey","1995","480.1"
"5083","United Kingdom","1995","42.5"
"5084","Austria","1996","0"
"5085","Belgium","1996",
"5086","Finland","1996","0"
"5087","Greece","1996","342"
"5088","Iceland","1996",
"5089","Ireland","1996",
"5090","Malta","1996","0"
"5091","Portugal","1996","29.2"
"5092","Spain","1996","0.1"
"5093","Turkey","1996","564.2"
"5094","United Kingdom","1996",
"5095","Austria","1997",
"5096","Belgium","1997",
"5097","Finland","1997",
"5098","Greece","1997","161.8"
"5099","Iceland","1997",
"5100","Ireland","1997",
"5101","Malta","1997","0.1"
"5102","Portugal","1997","3.9"
"5103","Spain","1997",
"5104","Turkey","1997","227"
"5105","United Kingdom","1997",
"5106","Austria","1998",
"5107","Belgium","1998",
"5108","Finland","1998",
"5109","Greece","1998","2.6"
"5110","Iceland","1998",
"5111","Ireland","1998",
"5112","Malta","1998","0.1"
"5113","Portugal","1998","61.7"
"5114","Spain","1998",
"5115","Turkey","1998","7.3"
"5116","United Kingdom","1998",
"5117","Austria","1999",
"5118","Belgium","1999",
"5119","Finland","1999",
"5120","Greece","1999","55.8"
"5121","Iceland","1999",
"5122","Ireland","1999",
"5123","Malta","1999","0.5"
"5124","Portugal","1999","13.8"
"5125","Spain","1999",
"5126","Turkey","1999","19.5"
"5127","United Kingdom","1999",
"5128","Austria","2000",
"5129","Belgium","2000",
"5130","Finland","2000",
"5131","Greece","2000","20.2"
"5132","Iceland","2000",
"5133","Ireland","2000",
"5134","Malta","2000","0.7"
"5135","Portugal","2000","0.9"
"5136","Spain","2000",
"5137","Turkey","2000","4.5"
"5138","United Kingdom","2000",
"5139","Austria","2001",
"5140","Belgium","2001",
"5141","Finland","2001",
"5142","Greece","2001","6"
"5143","Iceland","2001",
"5144","Ireland","2001",
"5145","Malta","2001","3.7"
"5146","Portugal","2001","0.8"
"5147","Spain","2001",
"5148","Turkey","2001","2.2"
"5149","United Kingdom","2001",
"5150","Austria","2002",
"5151","Belgium","2002",
"5152","Finland","2002",
"5153","Greece","2002","0.6"
"5154","Iceland","2002",
"5155","Ireland","2002",
"5156","Malta","2002","0.3"
"5157","Portugal","2002","0.8"
"5158","Spain","2002",
"5159","Turkey","2002","84.1"
"5160","United Kingdom","2002",
"5161","Austria","2003",
"5162","Belgium","2003",
"5163","Finland","2003",
"5164","Greece","2003","8.7"
"5165","Iceland","2003",
"5166","Ireland","2003",
"5167","Malta","2003","6.1"
"5168","Portugal","2003","1"
"5169","Spain","2003",
"5170","Turkey","2003","23.5"
"5171","United Kingdom","2003",
"5172","Austria","2004",
"5173","Belgium","2004",
"5174","Finland","2004",
"5175","Greece","2004","0.6"
"5176","Iceland","2004",
"5177","Ireland","2004",
"5178","Malta","2004",
"5179","Portugal","2004","3.6"
"5180","Spain","2004",
"5181","Turkey","2004","44.9"
"5182","United Kingdom","2004",
"5183","Austria","2005",
"5184","Belgium","2005",
"5185","Finland","2005",
"5186","Greece","2005","1.1"
"5187","Iceland","2005",
"5188","Ireland","2005",
"5189","Malta","2005",
"5190","Portugal","2005","0.9"
"5191","Spain","2005",
"5192","Turkey","2005","40.7"
"5193","United Kingdom","2005",
"5194","Austria","2006",
"5195","Belgium","2006",
"5196","Finland","2006",
"5197","Greece","2006","0.6"
"5198","Iceland","2006",
"5199","Ireland","2006",
"5200","Malta","2006",
"5201","Portugal","2006","0.6"
"5202","Spain","2006",
"5203","Turkey","2006","18.8"
"5204","United Kingdom","2006",
"5205","Austria","2007",
"5206","Belgium","2007",
"5207","Finland","2007",
"5208","Greece","2007","0.6"
"5209","Iceland","2007",
"5210","Ireland","2007",
"5211","Malta","2007","0"
"5212","Portugal","2007","0.5"
"5213","Spain","2007",
"5214","Turkey","2007","18.2"
"5215","United Kingdom","2007",
"5216","Austria","2008",
"5217","Belgium","2008",
"5218","Finland","2008",
"5219","Greece","2008","0.4"
"5220","Iceland","2008",
"5221","Ireland","2008",
"5222","Malta","2008","0.1"
"5223","Portugal","2008","0.4"
"5224","Spain","2008",
"5225","Turkey","2008","9.7"
"5226","United Kingdom","2008",
